,0,1,2,3,4,5,6,7,8,9,10,11
9114,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,6.0
9115,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,1.0,3.0
9116,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,33.0,3.0,1.0,0.0
9117,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,1.0,3.0
9118,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,3.0
9119,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,3.0,2.0
9120,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,1.0,2.0
9121,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,2.0
9122,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,142.0,2.0,1.0,10.0
9123,7.0,24.0,43.0,2.0,14.0,42.0,3.0,14.0,85.0,5.0,1.0,1.0
9124,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,143.0,3.0,1.0,0.0
9125,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,20.1376
9126,7.0,69.0,45.0,4.0,14.0,43.0,4.0,14.0,86.0,9.0,3.0,20.4467
9127,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,19.6088
9128,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,0.0
9129,7.0,51.0,60.0,3.0,19.0,58.0,3.0,19.0,116.0,5.0,3.0,0.0
9130,7.0,51.0,60.0,3.0,19.0,58.0,3.0,19.0,115.0,2.0,3.0,1521217043809.0
9131,7.0,25.0,46.0,2.0,15.0,45.0,3.0,15.0,91.0,5.0,1.0,0.0
9132,7.0,23.0,40.0,2.0,13.0,39.0,3.0,13.0,79.0,5.0,1.0,1.0
9133,7.0,67.0,38.0,4.0,11.0,36.0,4.0,11.0,72.0,9.0,3.0,19.6631
9134,7.0,72.0,55.0,4.0,17.0,53.0,4.0,17.0,105.0,9.0,3.0,20.2492
9135,7.0,68.0,42.0,4.0,13.0,40.0,4.0,13.0,80.0,9.0,3.0,19.6667
9136,7.0,70.0,48.0,4.0,15.0,46.0,4.0,15.0,92.0,9.0,3.0,19.5575
9137,7.0,71.0,51.0,4.0,16.0,49.0,4.0,16.0,98.0,9.0,3.0,19.869
9138,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,1.0
9139,7.0,65.0,26.0,4.0,9.0,28.0,4.0,9.0,56.0,9.0,3.0,19.6612
9140,7.0,26.0,49.0,2.0,16.0,48.0,3.0,16.0,97.0,5.0,1.0,0.0
9141,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.7178
9142,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,20.1614
9143,7.0,20.0,24.0,2.0,9.0,27.0,3.0,9.0,55.0,5.0,1.0,0.0
9144,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
9145,7.0,30.0,62.0,2.0,20.0,61.0,3.0,20.0,122.0,5.0,1.0,0.0
9146,7.0,74.0,61.0,4.0,19.0,59.0,4.0,19.0,117.0,9.0,3.0,20.3749
9147,7.0,28.0,56.0,2.0,18.0,55.0,3.0,18.0,110.0,5.0,1.0,0.0
9148,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,20.3575
9149,7.0,22.0,36.0,2.0,11.0,35.0,3.0,11.0,71.0,5.0,1.0,0.0
9150,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
9151,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,20.27
9152,7.0,31.0,65.0,2.0,12.0,64.0,3.0,12.0,128.0,5.0,1.0,0.0
9153,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.6682
9154,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,1.0
9155,7.0,73.0,58.0,4.0,18.0,56.0,4.0,18.0,111.0,9.0,3.0,19.8312
9156,7.0,75.0,64.0,4.0,20.0,62.0,4.0,20.0,123.0,9.0,3.0,20.436
9157,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
9158,7.0,76.0,67.0,4.0,12.0,65.0,4.0,12.0,129.0,9.0,3.0,19.7689
9159,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
9160,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,1.0
9161,7.0,29.0,59.0,2.0,19.0,58.0,3.0,19.0,116.0,5.0,1.0,0.0
9162,7.0,29.0,59.0,2.0,19.0,57.0,2.0,19.0,113.0,5.0,3.0,0.0
9163,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,19.9907
9164,7.0,27.0,53.0,2.0,17.0,52.0,3.0,17.0,104.0,5.0,1.0,0.0
9165,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,1.0,7.0
9166,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,152.0,3.0,1.0,1.0
9167,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,6.0
9168,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,2.0
9169,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,3.0,8.0
9170,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,17.0,3.0,1.0,0.0
9171,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,33.0,3.0,1.0,0.0
9172,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,1.0,8.0
9173,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,1.0,8.0
9174,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,3.0
9175,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,30.0,3.0,1.0,1.0
9176,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,155.0,3.0,1.0,0.0
9177,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,3.0,9.0
9178,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,1.0,9.0
9179,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.7918
9180,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
9181,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,0.0
9182,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,155.0,3.0,1.0,0.0
9183,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,17.0,3.0,1.0,0.0
9184,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,33.0,3.0,1.0,0.0
9185,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,1.0,3.0
9186,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,6.0
9187,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,1.0,2.0
9188,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,3.0,1.0
9189,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,3.0,5.0
9190,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,1.0
9191,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,1.0,1.0
9192,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,3.0,2.0
9193,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,5.0
9194,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,2.0
9195,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,5.0
9196,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,1.0,2.0
9197,7.0,24.0,43.0,2.0,14.0,42.0,3.0,14.0,85.0,5.0,1.0,1.0
9198,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,142.0,2.0,1.0,10.0
9199,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,143.0,3.0,1.0,0.0
9200,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.8513
9201,7.0,69.0,45.0,4.0,14.0,43.0,4.0,14.0,86.0,9.0,3.0,19.7609
9202,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,19.6438
9203,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,0.0
9204,7.0,25.0,46.0,2.0,15.0,45.0,3.0,15.0,91.0,5.0,1.0,0.0
9205,7.0,23.0,40.0,2.0,13.0,39.0,3.0,13.0,79.0,5.0,1.0,1.0
9206,7.0,67.0,38.0,4.0,11.0,36.0,4.0,11.0,72.0,9.0,3.0,20.3657
9207,7.0,68.0,42.0,4.0,13.0,40.0,4.0,13.0,80.0,9.0,3.0,20.1294
9208,7.0,72.0,55.0,4.0,17.0,53.0,4.0,17.0,105.0,9.0,3.0,20.0316
9209,7.0,71.0,51.0,4.0,16.0,49.0,4.0,16.0,98.0,9.0,3.0,20.0095
9210,7.0,70.0,48.0,4.0,15.0,46.0,4.0,15.0,92.0,9.0,3.0,19.7029
9211,7.0,65.0,26.0,4.0,9.0,28.0,4.0,9.0,56.0,9.0,3.0,20.1324
9212,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,1.0
9213,7.0,26.0,49.0,2.0,16.0,48.0,3.0,16.0,97.0,5.0,1.0,0.0
9214,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.9111
9215,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.5695
9216,7.0,20.0,24.0,2.0,9.0,27.0,3.0,9.0,55.0,5.0,1.0,0.0
9217,7.0,30.0,62.0,2.0,20.0,61.0,3.0,20.0,122.0,5.0,1.0,0.0
9218,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
9219,7.0,74.0,61.0,4.0,19.0,59.0,4.0,19.0,117.0,9.0,3.0,20.3362
9220,7.0,28.0,56.0,2.0,18.0,55.0,3.0,18.0,110.0,5.0,1.0,0.0
9221,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,20.3117
9222,7.0,22.0,36.0,2.0,11.0,35.0,3.0,11.0,71.0,5.0,1.0,0.0
9223,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
9224,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,19.5833
9225,7.0,31.0,65.0,2.0,12.0,64.0,3.0,12.0,128.0,5.0,1.0,0.0
9226,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.9686
9227,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,1.0
9228,7.0,75.0,64.0,4.0,20.0,62.0,4.0,20.0,123.0,9.0,3.0,20.2506
9229,7.0,76.0,67.0,4.0,12.0,65.0,4.0,12.0,129.0,9.0,3.0,19.8227
9230,7.0,73.0,58.0,4.0,18.0,56.0,4.0,18.0,111.0,9.0,3.0,20.2887
9231,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
9232,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,1.0
9233,7.0,29.0,59.0,2.0,19.0,58.0,3.0,19.0,116.0,5.0,1.0,0.0
9234,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
9235,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,20.2545
9236,7.0,27.0,53.0,2.0,17.0,52.0,3.0,17.0,104.0,5.0,1.0,0.0
9237,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,5.0
9238,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,1.0
9239,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,17.0,3.0,1.0,0.0
9240,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,1.0,8.0
9241,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,33.0,3.0,1.0,0.0
9242,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,152.0,3.0,1.0,1.0
9243,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,3.0,9.0
9244,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,2.0
9245,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,1.0,9.0
9246,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,155.0,3.0,1.0,0.0
9247,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,1.0,9.0
9248,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,30.0,3.0,1.0,1.0
9249,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,3.0,10.0
9250,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,30.0,3.0,3.0,0.0
9251,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,1.0,10.0
9252,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,19.9268
9253,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,0.0
9254,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
9255,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,33.0,3.0,1.0,0.0
9256,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,17.0,3.0,1.0,0.0
9257,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,155.0,3.0,1.0,0.0
9258,7.0,24.0,43.0,2.0,14.0,42.0,3.0,14.0,85.0,5.0,1.0,1.0
9259,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,1.0,2.0
9260,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,1.0,1.0
9261,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,3.0,0.0
9262,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,3.0,1.0
9263,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,142.0,2.0,1.0,10.0
9264,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,5.0
9265,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,0.0
9266,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,33.0,3.0,3.0,1.0
9267,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,143.0,3.0,1.0,0.0
9268,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,1.0,1.0
9269,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,3.0,4.0
9270,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,1.0
9271,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,4.0
9272,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,4.0
9273,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,20.2233
9274,7.0,69.0,45.0,4.0,14.0,43.0,4.0,14.0,86.0,9.0,3.0,20.1879
9275,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,19.6832
9276,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,0.0
9277,7.0,25.0,46.0,2.0,15.0,45.0,3.0,15.0,91.0,5.0,1.0,0.0
9278,7.0,23.0,40.0,2.0,13.0,39.0,3.0,13.0,79.0,5.0,1.0,1.0
9279,7.0,67.0,38.0,4.0,11.0,36.0,4.0,11.0,72.0,9.0,3.0,20.2714
9280,7.0,68.0,42.0,4.0,13.0,40.0,4.0,13.0,80.0,9.0,3.0,20.4432
9281,7.0,72.0,55.0,4.0,17.0,53.0,4.0,17.0,105.0,9.0,3.0,20.407
9282,7.0,71.0,51.0,4.0,16.0,49.0,4.0,16.0,98.0,9.0,3.0,19.7363
9283,7.0,70.0,48.0,4.0,15.0,46.0,4.0,15.0,92.0,9.0,3.0,19.5483
9284,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,1.0
9285,7.0,65.0,26.0,4.0,9.0,28.0,4.0,9.0,56.0,9.0,3.0,20.4717
9286,7.0,26.0,49.0,2.0,16.0,48.0,3.0,16.0,97.0,5.0,1.0,0.0
9287,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,20.4687
9288,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,20.1576
9289,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
9290,7.0,30.0,62.0,2.0,20.0,61.0,3.0,20.0,122.0,5.0,1.0,0.0
9291,7.0,20.0,24.0,2.0,9.0,27.0,3.0,9.0,55.0,5.0,1.0,0.0
9292,7.0,74.0,61.0,4.0,19.0,59.0,4.0,19.0,117.0,9.0,3.0,19.8678
9293,7.0,28.0,56.0,2.0,18.0,55.0,3.0,18.0,110.0,5.0,1.0,0.0
9294,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,19.6674
9295,7.0,22.0,36.0,2.0,11.0,35.0,3.0,11.0,71.0,5.0,1.0,0.0
9296,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,20.0158
9297,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
9298,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,19.8638
9299,7.0,31.0,65.0,2.0,12.0,64.0,3.0,12.0,128.0,5.0,1.0,0.0
9300,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,1.0
9301,7.0,75.0,64.0,4.0,20.0,62.0,4.0,20.0,123.0,9.0,3.0,19.6788
9302,7.0,76.0,67.0,4.0,12.0,65.0,4.0,12.0,129.0,9.0,3.0,20.0971
9303,7.0,73.0,58.0,4.0,18.0,56.0,4.0,18.0,111.0,9.0,3.0,20.1595
9304,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
9305,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,1.0
9306,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
9307,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,20.3088
9308,7.0,29.0,59.0,2.0,19.0,58.0,3.0,19.0,116.0,5.0,1.0,0.0
9309,7.0,27.0,53.0,2.0,17.0,52.0,3.0,17.0,104.0,5.0,1.0,0.0
9310,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,4.0
9311,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,0.0
9312,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,17.0,3.0,1.0,0.0
9313,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,1.0,9.0
9314,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,33.0,3.0,1.0,1.0
9315,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,3.0,1.0
9316,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,1.0
9317,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,152.0,3.0,1.0,1.0
9318,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,3.0,10.0
9319,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,155.0,3.0,1.0,0.0
9320,7.0,5.0,16.0,0.0,5.0,16.0,0.0,5.0,32.0,2.0,1.0,1.0
9321,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,1.0,10.0
9322,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,151.0,2.0,1.0,10.0
9323,7.0,0.0,80.0,0.0,6.0,76.0,0.0,6.0,152.0,3.0,3.0,0.0
9324,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,30.0,3.0,1.0,0.0
9325,7.0,77.0,73.0,4.0,4.0,71.0,4.0,4.0,140.0,9.0,3.0,20.31
9326,7.0,32.0,70.0,2.0,4.0,69.0,3.0,4.0,138.0,5.0,1.0,0.0
9327,7.0,18.0,19.0,2.0,5.0,20.0,3.0,5.0,42.0,5.0,1.0,0.0
9328,7.0,24.0,43.0,2.0,14.0,42.0,3.0,14.0,85.0,5.0,1.0,1.0
9329,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,142.0,2.0,1.0,10.0
9330,7.0,2.0,75.0,0.0,7.0,72.0,0.0,7.0,143.0,3.0,1.0,0.0
9331,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,155.0,3.0,1.0,0.0
9332,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,1.0,1.0
9333,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,154.0,2.0,3.0,0.0
9334,7.0,1.0,81.0,0.0,6.0,77.0,0.0,6.0,154.0,2.0,1.0,0.0
9335,7.0,81.0,88.0,7.0,0.0,77.0,0.0,6.0,155.0,3.0,3.0,1.0
9336,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,17.0,3.0,1.0,0.0
9337,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,4.0
9338,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,3.0,3.0
9339,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,3.0
9340,7.0,82.0,14.0,7.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,3.0
9341,7.0,83.0,27.0,7.0,9.0,15.0,0.0,5.0,29.0,2.0,1.0,10.0
9342,7.0,83.0,27.0,7.0,9.0,16.0,0.0,5.0,32.0,2.0,1.0,1.0
9343,7.0,83.0,27.0,7.0,9.0,15.0,0.0,5.0,30.0,3.0,1.0,0.0
9344,7.0,83.0,27.0,7.0,9.0,15.0,0.0,5.0,29.0,2.0,1.0,10.0
9345,7.0,83.0,27.0,7.0,9.0,15.0,0.0,5.0,29.0,2.0,3.0,9.0
9346,7.0,4.0,15.0,0.0,5.0,15.0,0.0,5.0,29.0,2.0,1.0,9.0
9347,7.0,83.0,27.0,7.0,9.0,15.0,0.0,5.0,29.0,2.0,1.0,9.0
9348,7.0,78.0,79.0,4.0,7.0,75.0,4.0,7.0,149.0,9.0,3.0,19.6857
9349,7.0,69.0,45.0,4.0,14.0,43.0,4.0,14.0,86.0,9.0,3.0,20.4215
9350,7.0,62.0,8.0,4.0,8.0,7.0,4.0,8.0,14.0,9.0,3.0,19.8321
9351,7.0,34.0,82.0,2.0,6.0,79.0,3.0,6.0,160.0,5.0,1.0,0.0
9352,7.0,25.0,46.0,2.0,15.0,45.0,3.0,15.0,91.0,5.0,1.0,0.0
9353,7.0,23.0,40.0,2.0,13.0,39.0,3.0,13.0,79.0,5.0,1.0,1.0
9354,7.0,67.0,38.0,4.0,11.0,36.0,4.0,11.0,72.0,9.0,3.0,19.9649
9355,7.0,68.0,42.0,4.0,13.0,40.0,4.0,13.0,80.0,9.0,3.0,19.5015
9356,7.0,72.0,55.0,4.0,17.0,53.0,4.0,17.0,105.0,9.0,3.0,19.6615
9357,7.0,71.0,51.0,4.0,16.0,49.0,4.0,16.0,98.0,9.0,3.0,19.989
9358,7.0,70.0,48.0,4.0,15.0,46.0,4.0,15.0,92.0,9.0,3.0,20.2358
9359,7.0,19.0,21.0,2.0,1.0,23.0,3.0,1.0,48.0,5.0,1.0,1.0
9360,7.0,65.0,26.0,4.0,9.0,28.0,4.0,9.0,56.0,9.0,3.0,19.9281
9361,7.0,26.0,49.0,2.0,16.0,48.0,3.0,16.0,97.0,5.0,1.0,0.0
9362,7.0,66.0,34.0,4.0,3.0,32.0,4.0,3.0,64.0,9.0,3.0,19.592
9363,7.0,61.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,9.0,3.0,19.7406
9364,7.0,15.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,0.0
9365,7.0,20.0,24.0,2.0,9.0,27.0,3.0,9.0,55.0,5.0,1.0,0.0
9366,7.0,30.0,62.0,2.0,20.0,61.0,3.0,20.0,122.0,5.0,1.0,0.0
9367,7.0,74.0,61.0,4.0,19.0,59.0,4.0,19.0,117.0,9.0,3.0,19.7088
9368,7.0,28.0,56.0,2.0,18.0,55.0,3.0,18.0,110.0,5.0,1.0,0.0
9369,7.0,80.0,87.0,4.0,0.0,83.0,4.0,0.0,167.0,9.0,3.0,20.3808
9370,7.0,22.0,36.0,2.0,11.0,35.0,3.0,11.0,71.0,5.0,1.0,0.0
9371,7.0,64.0,23.0,4.0,1.0,25.0,4.0,1.0,50.0,9.0,3.0,20.305
9372,7.0,79.0,84.0,4.0,6.0,80.0,4.0,6.0,161.0,9.0,3.0,20.0958
9373,7.0,31.0,65.0,2.0,12.0,64.0,3.0,12.0,128.0,5.0,1.0,0.0
9374,7.0,16.0,6.0,2.0,8.0,5.0,3.0,8.0,12.0,5.0,1.0,0.0
9375,7.0,35.0,85.0,2.0,0.0,82.0,3.0,0.0,166.0,5.0,1.0,1.0
9376,7.0,75.0,64.0,4.0,20.0,62.0,4.0,20.0,123.0,9.0,3.0,20.4634
9377,7.0,76.0,67.0,4.0,12.0,65.0,4.0,12.0,129.0,9.0,3.0,20.1574
9378,7.0,73.0,58.0,4.0,18.0,56.0,4.0,18.0,111.0,9.0,3.0,19.9339
9379,7.0,17.0,11.0,2.0,10.0,11.0,3.0,10.0,24.0,5.0,1.0,0.0
9380,7.0,33.0,77.0,2.0,7.0,74.0,3.0,7.0,148.0,5.0,1.0,1.0
9381,7.0,63.0,13.0,4.0,10.0,12.0,4.0,10.0,25.0,9.0,3.0,20.4355
9382,7.0,29.0,59.0,2.0,19.0,58.0,3.0,19.0,116.0,5.0,1.0,0.0
9383,7.0,21.0,30.0,2.0,3.0,31.0,3.0,3.0,63.0,5.0,1.0,1.0
9384,7.0,27.0,53.0,2.0,17.0,52.0,3.0,17.0,104.0,5.0,1.0,0.0
9385,7.0,3.0,9.0,0.0,10.0,8.0,0.0,10.0,16.0,2.0,1.0,3.0
